"","cell1","cell2","cell3","cell4","cell5","cell6","cell7","cell8","cell9","cell10","cell11","cell12","cell13","cell14","cell15","cell16","cell17","cell18","cell19","cell20","cell21","cell22","cell23","cell24","cell25","cell26","cell27","cell28","cell29","cell30","cell31","cell32","cell33","cell34","cell35","cell36","cell37","cell38","cell39","cell40","cell41","cell42","cell43","cell44","cell45","cell46","cell47","cell48","cell49","cell50","cell51","cell52","cell53","cell54","cell55","cell56","cell57","cell58","cell59","cell60","cell61","cell62","cell63","cell64","cell65","cell66","cell67","cell68","cell69","cell70","cell71","cell72","cell73","cell74","cell75","cell76","cell77","cell78","cell79","cell80","cell81","cell82","cell83","cell84","cell85","cell86","cell87","cell88","cell89","cell90","cell91","cell92","cell93","cell94","cell95","cell96","cell97","cell98","cell99","cell100"
"gene926",0,0,0,0,2.66341786483478,0,0,0,0,0,0,0,241.395827685794,0,0,0,0,0,1.71891046292693,322.917931545885,10.0816870779872,0,0,28.2600780727174,0,0,0,0,0,0,0,0,14.5460816526387,0,0,0,0,6.72052983277081,0.124304140083256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00895272525185,2.39291954895866,0,0,0,0,0,0,0,51.4716530791269,0,0,0,0,0,0,0,0,0,9.04289313811284,0,28.5220259456666,0,170.425038261724,0,0,0,0,0,0,0,0,0
"gene927",0,0,0,0,0,1.84661062141084,0,0,0,39.887913151454,10.7051921690171,0,26.7176331520622,0,0,15.2182457532534,5.81639548562327,0,24.0053789731354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.8061112769286,0,0,0,0,0,0,0,0,232.631092522325,0,0,0,4.22884740789713,0,0,0,0,0,0,176.320796924754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64707677678835,0,3.94807268977343,0,0,0,0,0,0,0,0,42.1927531774395,2.76105762884197,0,0,0,437.850277704396,0,0,0,0,0
"gene928",0,0,108.789961707277,0,27.4690569792807,0,0,0,0,0,0,27.4363177489808,94.5427288552985,0,0,159.999093306026,25.6679169696454,0,49.8835249331737,0,0,0,0,488.452714691656,0,0,0,7.31529016114222,0,0,497.812621341943,0,23.9464054590906,0,26.7348761900275,0,0,0,0,39.6790879634534,0,0,2.69644467149645,0,0,0,0,0,0,0,59.0801400432896,0,0,0,0,480.121132076784,413.134419043539,22.1067862492215,0,919.205396284239,0,0,0,0,0,0,20.5980038108739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2851772709611,0,0,25.3771270334233,0,0,77.180402866354,0,0,0,76.1158267597821,0,0,0,0,0,59.9250095037061,0.901333476853535
"gene929",357.513362930166,0,513.17376256188,78.4158479372471,5.79894800261409,0,1100.20549968271,2625.83353363447,0,0,0,0,0,0,34.3159645742019,0,0,0,0,0,210.741203549147,0,48.0866420396953,0,0,509.296129214004,1814.14848763276,0,1625.32299837678,290.722374757527,0,0,104.913055402063,0,0,0,63.4020046394484,0,0,173.656340551676,0,0,205.697771183706,0,0,65.11817326817,158.218318201119,0,0,64.5331198253512,0,768.552609300141,0,3.70606982506051,0,0,0,0,0,358.906078777339,0,87.2712629613379,0,0,18.3823669027908,0,3113.02858832654,0,0,0,143.458723589583,0,599.333121049257,0,387.137300682265,0,161.431278816498,0,16.8805925976402,0,358.480989323234,0,29.6746686637547,0,0,0,0,1024.97534764345,436.443545769315,0,0,1541.65537514493,0,0,11.9165448986379,193.990818117518,230.857080347691,0,1363.434804471,0
"gene930",0,0,0,0,0,122.961810561521,0,0,0,0,2001.61172062005,0,0,0,0,0,0,43.5216892731391,75.8469626854682,0,289.846715728975,217.827775326842,0,0,119.380807396156,0,0,0,0,0,0,92.4851991532348,0,201.827276680956,0,87.5605151637375,0,0,159.039127167927,173.960006101713,0,0,0,0,0,0,110.34647491057,327.636912593573,0,0,0,107.967724264874,0,0,376.960057044811,505.581761505124,0,0,0,0,8.78102541266279,0,231.862174601934,0,0,179.708398649245,265.836961923337,99.5344976363732,0,0,0,8.70604961416385,0,127.19057121067,0,0,0,36.4701551426805,0,0,52.7252917265466,0,0,16.5186644096297,0,74.1840730565562,0,0,0,49.6745233895813,0,91.0032325765046,0,0,0,0,78.1931322536914,0,65.2308930186674,0
"gene931",0,0,330.811558524993,31.5155212546706,0,0,0,0,0,352.902207926759,0,367.274299082392,199.995132305763,101.840584465117,852.307216071077,42.1767680595342,0,0,107.853605988369,521.326872356228,0,226.84366428167,0,0,0,0,0,0,32.0877219574848,0,24.9477162742545,84.6460473118004,308.396455951451,0,0,0,27.560518811277,0,0,128.907629851638,100.10458362057,0,0,260.419542625521,0,0,0,2368.50609215412,0,0,161.075799196298,34.6680277817558,0,0,0,0,0,69.726393236328,0,176.041251425292,293.205117288387,41.969145501962,0,22.5046995110337,0,0,0,0,0,0,0,707.171528848214,115.960612627153,0,0,0,0,1184.44546383065,54.8510063821678,0,227.066279838877,0,0,176.961726795531,500.634359761762,0,0,0,269.387791380146,0,0,0,0,396.763239839626,0,373.627214462016,0,4.70986923902708,0,0
"gene932",0,255.041301450243,0,0,21.4418573244022,0,0,0,249.147083776557,0,66.8253263864287,0,0,0,346.525689929346,266.956492441948,172.773061347155,0,0,524.394142227816,201.472191751006,0,178.89303836783,0,0,304.270500006853,0,0,0,0,636.324043432665,851.055853131826,0,0,0,42.0329097634132,237.222349965247,0,0,168.865597552896,0,0,2211.12711014373,259.913552362231,278.644056869309,738.366673582886,469.101374819277,105.262989705475,0,18.0283752119376,9.88040079103328,0,19.5695038235254,0,0,414.719642139185,1447.72739269672,0,0,0,0,0,602.850596200469,461.115159752406,0,0,0,0,41.0337166628859,0,0,149.942384742215,0,157.794993145602,0,60.8083190461692,0,175.270586638257,0,0,0,0,41.1404421734033,0,0,0,1320.14761883187,21.4378102234702,94.6045504653395,0,65.7115501876054,0,0,0,0,0,0,0,112.782780208061,0
"gene933",209.866853802804,0,0,190.285403432502,0,0,99.1013275673006,0,0,1647.51943014284,0,0,8.43492654226166,0,0,0,0,0,12.6231422285651,0,6.75520187798779,0,0,0,71.5885556747757,0,0,32.7279623688103,0,0,0,205.949433858639,0,0,0,0,0,0,0,0,0,0,393.361568689881,0,0,0,4383.70969372612,0,0,0,864.3298994353,0,35.4042429512671,0,0,0,0,0,0,0,0,0,37.089431540518,0,246.141910391444,0,0,0.998361786347418,0,0,0,0,71.3850814185305,0,0,358.219767253613,0,0,0,0,0,0,333.419800228882,63.3853878649547,438.100136351832,40.0737245557965,11.2874847268933,0,0,890.921235771718,0,0,0,0,0,0,0,0,0,4.95470003538638
"gene934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1482046764845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene935",917.944921272168,0,0,0,0,53.0074884906298,0,14105.2955100115,268.545674977378,331.272955224878,1752.59110775773,2114.63682599446,867.808714835975,0,5.64026056916599,723.635645469895,0,787.849005636813,238.717783194893,0,205.518422085564,369.950210829703,363.411568248225,0,3601.68874661004,0,0,0,0,62.5273213936969,0,0,92.8733140648173,0,54.4200486420859,0,0,0,34.9719582831794,0,0,0,0,355.319172563726,0,3363.06437969533,0,289.383996129046,0,15.1334211574616,0,373.544904870086,14.0760201785214,0,1658.15298932332,593.730172652086,589.130401737451,0,0,0,0,465.982702709204,289.807101714691,238.47067411252,0,0,0,0,0,0,0,0,1360.09705800392,0,76.5976844824628,0,0,2709.12037354775,0,0,192.798413580455,0,35.6351348135791,0,0,0,0,283.155081331377,125.257331310886,0,0,0,0,346.599859637513,151.863393085846,0,0,0,0,107.244439502258
"gene936",28.9902540544881,0,36681.9778531703,1246.96033345651,0,0,0,1534.71864071434,0,321.245887473678,626.042473677777,497.425356930587,0,0,3621.87371847498,0,104.676939970503,0,0,0,1716.85601947048,124.439214652825,1532.94239936666,167.347599607309,0,720.301319318473,258.622003889997,0,292.053873266549,2412.93262434981,51.5760334483811,0,3804.24781452467,0,0,309.215725816505,19000.2727880705,5616.99201765294,1457.42654056999,0,0,0,0,1722.56792812661,0,0,326.10944944012,3714.87768185118,1471.7342972558,2843.44155084773,0,0,3018.03319594709,0,105.259416131886,4330.07749224876,0,3377.8170921393,0,946.215575885316,0,158.56182823594,0,0,11813.462070097,0,0,646.948135746257,855.215219674779,1230.14324627648,589.942377557354,4970.3467368293,0,552.112679900485,0,3449.84981949279,2383.40064298191,0,0,86.7363257737656,0,327.196334163615,0,0,0,67.9273277270898,489.380870826228,50.5457136247474,0,0,36.7551254820148,140.956698065104,4744.72658563879,1267.2269800493,0,144.379356687458,176.281260765105,29.2174068062227,0,36.5146293029406
"gene937",41.4927780658523,351.676302581149,0,0,113.568656580878,0,0,0,0,122.045400598925,30.4661941444022,0,0,0,0,16.1342510934893,0,0,0,0,0,0,0,85.0689820994355,0,0,0,38.7803992440496,0,0,213.868725026252,0,0,297.112935591757,0,0,0,0,0,0,0,0,0,175.594392477526,78.8370049159951,0,0,0,0,0,391.275376572843,268.314080145272,202.231162980678,0,196.223837979693,107.141486255062,0,0,0,0,0,45.7996909802796,110.888687443703,0,0,0,0,0,136.065901624509,0,0,0,0,109.794236628664,0,0,0,92.1694151432075,0,18.7653538903873,0,0,0,0,0,0,0,3.08824135858655,143.873417915909,0,0,419.65992205022,0,0,0,33.6490615555652,0,0,0,1.12284476593967
"gene938",0,0,0,1.63676221332797,59.4185655713599,0,0,0,0,0,0,0,0,0,2.38495876350605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0797553670094,0,0,0,0,0,0,0,0,0,0,0,0,9.28314185213925,0,0,0,0,4.09692398310489,0,0,0,0,48.0667247394451,0,0,0,0,0,0,11.6203818263927,0,0,0,0,57.2471955143668,0,0,0,3.15495712252258,0,0,0,0,0,30.9081595844096,0,0,0,0,0,0,0,0,0,0,165.942460874908,0,0,0,0,0,0,0,0,0,0,0
"gene939",0,0,0,0,0,33.0604485775847,0,0,0,7.89159153277758,0,0,0,0,0,0,0,0,0,0,0,680.996154107946,0,22.4084674069787,0,432.472450847446,6.37940469130991,0,649.831395615542,0,0,0,1.09353479874569,18.0462890935216,0,0,20.3937472066163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7512467354486,0,0,5.04046819966771,0,0,0,0,0,0,13.3312179002859,0,0,48.6849301307089,0,0,40.9434562364756,0,0.327576549262004,0,0,31.0554293717053,0,52.4990549045204,0,78.3013137301254,0,0,0,0,102.538285523619,0,0,62.6786821137358,0,0,0,0,0,0,0,0,0,0,0,0
"gene940",14.4480279609379,0,0,15.7084078879923,0,0,0,0,0,0,0,0,0,0,0,0,4.8058813631147,0,0,0,0,0,44.0576592782229,0,10.0745293452213,0,0,0,17.2286237849753,13.3280757310706,0,0,0,0,1.37151755079767,11.2968005138816,0,0,0,0,0,0,0,0,0,0,15.3353880385321,0,0,0,0,0,0,0,0,0,38.1194525281462,0,0,5.24780410247296,6.2246861487372,0,0,0,0,0,0,0,0,0,0,0,21.0137051036818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0511368249964,0,0,0,0,0,125.583283365694,0,0,0,0
"gene941",0,0,34.7444221283338,0,22.2887190429503,70.3694289624086,868.654564502872,0,0,1.94724159840198,144.061278267177,0,0,99.4866653674324,0,50.1276437689768,0,0,213.808165141969,0,5.75338168472131,0,0,0,0,0,0,0,0,0,0,0,0,11.0883238763925,134.715132172556,0,52.7985752253717,0,0,112.473394394848,31.2262769355425,29.6162800094032,0,0,0,0,44.4415083182605,0,0,0,0,0,1589.51319297883,0,0,23.3205525218821,0,0,0,0,0,11.7086359808848,0,0,248.018987718406,0,0,0,0,0,0,0,0,15.9192774353478,0,0,0,0,0,0,0,185.726679470427,0,0,0,94.1553757267863,0,29.4676379342658,0,57.7516027190771,148.678137287234,250.581428411046,0,0,0,0,0,0,0,0
"gene942",41.345210626061,0,0,154.089520273883,93.4013601811213,14.9222112632912,0,0,0,0,665.235046253002,0,0,0,0,0,38.8555985413891,273.148627426493,0,0,0,91.7125780466871,0,223.558302635447,441.584760422991,0,389.742403220985,0,0,10.2282486781677,0,0,791.023700169115,831.617263901632,123.634330544814,0,0,0,0,0,0,0,126.356513471762,2830.69251126398,0,595.910069984712,0,0,0,913.358863200507,61.6191396531998,0,85.3229505435843,0,0,1172.69418337017,0,0,16.7063386621859,15.347025194842,0,0,0,0,0,1145.61282879127,0,0,2619.21472814307,0,93.9748158818899,0,0,110.850466672462,35.6577255757655,0,37.3332814074944,0,19.916260152995,0,62.5335430256456,0,0,0,0,0,0,0,0,10.1555542663855,0,0,0,0,0,64.4294712098716,266.395648127499,0,936.239278901017,0
"gene943",2791.30952728563,78.5064614159287,0,0,0,0,146.732745248165,0,52.8906460348075,0,169.972734379489,44.0176665842808,0,0,415.521643056716,0,11517.8324697124,287.060215127732,200.760861465536,278.399733652339,0,129.70899523316,58.6467475875504,48.2252632596192,0,908.486968747604,0,760.512027343799,0,0,1143.36072467086,0,0,0,6.69802070715851,32.5254452076843,0,8.86618101037035,1782.03308738952,0,0,0,0,2108.09043153834,0,0.67469969905846,89.7528904481793,1745.13933905205,88.7116724932995,0,0,0,0,176.909032977579,13.039216154958,0,0,0,0,0,1252.93264331203,0,0,144.878628623518,0,0,0,0,0,0,0,0,0,0,993.653073542555,0,0,0,1876.62784634151,289.844725350663,0,134.638083901567,0,0,104.463105822211,0,0,0,0,107.964225946803,0,0,420.196958740487,0,432.974322346411,0,0,18778.019800566,0,225.706675932242
"gene944",0,56.1007333907125,0,0,135.777143079019,95.5574758688449,0,72.5772825333539,0,21.1917347613111,0,0,0,101.614008863611,0,0,0,23.7834460579104,0,124.94459578561,44.4342198091164,0,0,0,0,250.954359467015,0,0,0,0,0,0,30.3159092612638,0,0,1325.822923739,0,95.7549698200072,0,0,0,232.074686184763,0,0,0,102.954908579117,0,0,68.6999885514979,0,0,0,0,0,76.1868109036625,0,16.0835549091069,0,60.1933234394844,0,212.159586224508,0,92.895911799274,222.619520038103,0,0,50.7225661934265,89.5641622527981,0,0,0,0,37.6908688681471,0,0,0,0,82.7522640827979,0,0,0,402.457338693439,437.927098076678,0,0,0,0,0,21.4873685417709,0,0,0,0,125.863556096792,0,0,0,0,0,0
"gene945",0,0,0,0,115.115448305021,0,0,0,0,0,0,1.08899109032081,10.9769949988665,0,0,0,0,0,0.844396573742493,0,197.878205487689,0,123.413198562488,0,0,3.82650191017708,0,0,0,0,0,0,0,15.6608516942705,0,0,0,0,13.3510729725588,0,0,0,0,0,1.88384159135165,10.9786454659751,0,108.872675560632,0,0,0,0,0,0.268100312418065,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0936013411263,349.463773022035,0,0,0,0,0,0,0,0,1.53273385692972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene946",111.056345022559,0,0,0,414.300097232957,16.3524690439732,16.8599495848146,66.4054623624391,0,411.514679679294,56.5202408297484,0,337.868950255145,0,0,176.780520733614,13.7907668426262,17.4622625362011,0,0,0,0,0,159.70442598385,0,32.5707951721408,0,0,0,791.310833453443,273.5055262016,0,34.1982885377044,289.746092929646,316.776395923729,0,371.343703621492,0,197.308882156666,288.763083774317,0,132.766870301645,182.75949168443,0,0,0,0,0,0,584.118181465865,78.5428860036908,0,0,4365.75169034151,498.090425078884,353.454688174368,0,12.6900215790368,0,0,472.613229089555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.47003630951,0,0,0,0,0,0,0,0,0,206.458743961446,575.874583231019,247.588186109117,51.186167228456,0,0,540.824531222411,0,272.732239939395,0,0,0,115.175186302722,0
"gene947",39.641476919166,0,0,0,0,0,141.856449216086,381.938114264568,0,0,97.4985478462647,0,0,0,15.6118929413283,0,0,0,163.334857440074,0,405.828373346723,13.335370025794,68.2988076463687,89.8857587880421,36.8181786863316,63.0327127097281,33.3257979096999,576.170010364077,54.4236960028722,448.740053891691,394.394685823516,3825.91994496458,120.120913905932,91.270479127973,0,0,0,136.486505630704,3083.2093367972,0,0,279.847939166943,0,0,0,0,0,0,386.889469868765,0,0,0,21.3544563230066,0,109.442875070052,449.833795020288,0,0,13.6404849536939,644.838731409889,1576.08315891507,470.393274737861,0,421.370838117428,0,0,31.3316147729349,0,0,0,0,281.490911036576,0,177.038886349932,0,0,235.017437901932,41.5225986934542,0,610.229773085601,0,1566.75184626019,172.617464878999,349.20482690296,0,702.034321970137,0,0,0,158.044109364971,0,0,0,0,0,222.012338986251,0,68.2998503271466,0,1038.77195185156
"gene948",1060.1098036589,1243.65782964659,1010.46106974624,0,204.471768774047,4406.61790572131,336.47280035204,8645.40249126968,3638.19374288612,1196.98552270441,353.834321965485,1951.13908001995,0,0,0,623.37898338853,152.222697833151,522.680718404691,852.426633312073,117.593549270886,414.998457565941,1936.718778817,575.210390020196,468.926931440673,0,0,0,830.739134248581,428.370705663119,0,0,0,271.491659722899,0,0,1372.98776490835,2471.34325642095,568.944766929182,0,0,0,0,0,0,1063.31935267224,0,186.498546230322,2670.30271181258,0,0,490.789448824405,0,0,0,1871.32580880909,2482.91419034378,0,305.568485154592,0,0,0,352.830552251175,2269.73901626457,110.816088756495,545.018190163207,2904.20693833893,0,208.04962039844,0,0,1860.23690228729,1186.68135245,0,8187.67701813109,392.73242608145,0,136.56588464087,0,0,0,0,449.559854939398,0,811.303649323531,3659.91381225611,0,1368.96404829107,1448.23176100382,1096.21049229023,0,9023.43210520394,416.295760767304,956.172482209569,714.670004443147,0,505.103830280888,0,238.703737156107,1355.8356931389,1726.87976696369
"gene949",0,0,0,0,0,17.1013672730386,0,0,16.5684745724096,116.492442003106,126.323214844406,0,0,0,112.881803535628,0,310.985336229609,0,0,0,0,0,0,0,48.527960456837,18.4120770694376,0,0,0,40.2136223047668,0,0,51.848013436223,0,0,11.4639654400793,0,71.1477415148307,0,0,0,0,0,0,0,0,0,33.6728804456224,0,0,0,0,0,0,78.9018287297991,0,25.4256734372955,0,0,0,0,0,0,0,74.5400715554261,0,3.59759128146367,0,0,0,0,172.92405912113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9850869516098,0,0,0,162.033735038647,0,0,71.4383894002756,0,0,0,3.71015669022197,0,0
"gene950",0,12.2907335961426,0,122.890908417186,0,72.8232276498453,0,1.93304356097202,0,30.2836799767858,345.296630981558,101.191917174391,0,10.0222422207026,0,30.5333636636087,1.39835135314398,0,0,2.21740315369416,0,140.395475553149,137.937558789744,0,0,0,39.8617783162703,0,1.9928463534433,0,0,0,0,0,0,0,0,0,203.379358422452,0,172.817372040354,0,0,551.14947098716,0,0,0,291.836787745798,218.511470427714,0,0,24.8242532235532,0,0,0,165.18106334569,0,2.09598100514155,111.751560634522,0,38.0441350314965,0,0,0,0,37.8065849269602,0,19.2520926980961,0,0,0,406.265479004008,0,29.2005798593124,0,25.7546965917312,0,0,0,188.636292181434,0,0,143.565722981804,0,0,0,0,0,0,0,15.0116436438414,0,0,0,0,0,0,0,0,87.7080126958274
"gene951",117.86890379338,0,0,554.170049959534,157.103863970035,0,0,0,1050.62388022025,167.59153446602,0,0,0,0,114.148256022799,0,0,0,0,0,430.700081335987,38.1263432444177,0,110.914152682467,0,184.380053136631,0,290.134564082869,0,0,459.418680333807,0,0,0,0,0,0,90.3291910718633,103.728167702252,2043.86015882858,50.9756943397603,0,0,252.305424036456,135.394140281102,0,0,578.03521730359,270.147685828827,0,1449.69323794852,0,4329.32702868294,33.9385494437071,0,2285.60091686314,0,72.7603704531351,0,0,0,123.623243464325,2232.20564688907,0,1058.64695834984,0,204.908927439848,0,0,3203.1133281157,0,0,0,0,0,0,0,1117.52166751306,292.149991710744,7.55575481795769,0,2965.67631743077,6.37535667795255,591.926900001167,861.039978729391,158.018615465592,0,0,70.5198178108241,258.478069366874,226.55079980824,0,337.603368425226,0,0,887.355918238729,0,98.5238304590546,0,0
"gene952",0,0,131.239825231435,21.2861348952424,0,28.0397452410348,0,0,0,0,3.87992317073758,0,0,52.134661836907,0,0,0,0,613.612136406197,0,0,0,0,0,892.090178967827,0,0,0,0,0,0.967530965712733,0,649.881174772656,244.18542534786,81.1205917640436,0,0,0,0,0,0,0,0,0,0,146.605888912905,0,0,11.1724281020152,334.763624607174,0,0,129.483395655164,0,118.343825174626,5.67577993749456,0,24.0386558104392,0,0,0,0,0,0,0,48.7408227334751,0,0,219.91390163976,0,38.5145211497446,0,0,9.29033683741338,0,0,0,0,0,0,21.7051799224391,0,0,0,0,0,158.357305242956,0,432.842732099109,0,0,0,0,0,0,0,293.864287606451,0,0,0
"gene953",95.6382032063333,0,0,0,211.054240815388,197.595770032218,0,38.9325621520946,0,0,0,83.9563775297803,0,0,0,41.4181493795835,318.029494224782,0,0,0,121.810981344556,0,0,76.9289479184153,0,0,0,125.338033273149,0,0,0,247.374457790141,102.715390608155,0,0,157.488916237152,0,74.06835090327,131.857411888639,0,362.16380334245,0,62.4617932973972,167.605949413146,233.242415754973,0,0,0,0,0,0,0,0,0,103.945965618197,834.844231161882,0,0,33.1394189436182,148.633900390642,0,125.470648331662,131.914431534764,0,0,0,0,0,0,0,414.03034908322,76.5588128244493,0,323.456968760267,0,0,247.551961532699,185.145398443888,0,0,0,0,0,0,168.605306009524,0,348.947718902966,0,0,0,0,0,33.9001498239304,0,153.539773946789,0,0,0,0,0
"gene954",0,0,3334.77039247098,7.86120812710916,0,0,0,0,7.05875698493031,0,229.586465560925,0,788.800654241166,0,0,0,0,0,0,0,0,0,0,0,11.5105364103843,0,885.828766227683,0,163.398479516545,0,0,0,1254.44327396959,0,0,11.1175329710066,179.370302715248,0,0,0,0,0,0,0,0,0,0,95.7841421478901,0,361.866993941354,0,1976.89798474123,0,0,0,663.780552255654,0,97.8131540679345,0,65.8473520909327,0,0,278.909092744567,0,0,0,0,0,6.65329453948684,1164.58674257294,423.261712476897,0,0,0,41.8519491077351,0,0,54.3197828514598,0,160.864650804314,0,0,0,0,0,1150.25017097505,0,5.36676867912071,0,52.7114972894727,0,289.020498212323,21.8852845941676,90.6763748795298,0,0,0,0,0,0
"gene955",0,0,0,0,0,0,0,0,0,0,0,0,26.9233956626199,42.2279315003518,0,0,0,0,0,0,0,0,0,0,0,182.015430870959,0,50.0816049815693,0,0,0,61.2182893261673,0,27.7234502387182,0,44.8008630884988,64.382997666775,0,0,0,0,0,0,100.297202092035,8.9167576358163,0,0,0,0,0,14.7721794473197,0,29.8564036380767,0,0,0,55.0244125420392,0,0,0,0,41.6951515088611,0,0,0,0,0,0,28.0687226986849,0,0,0,0,0,0,0,137.872947207155,0,0,197.663468945831,302.900556798008,0,0,0,255.3244295766,0.778430735362968,65.7245899887712,0,0,0,0,0,72.047941993412,0,24.7684387895667,0,0,4.3964250642418,0,217.471472122645
"gene956",38.9345045288382,25.5874465774068,0,0,0,0,0,585.15036727167,0,0,49.8295644054084,0,0,36.596482085867,15.2345524052435,3.5507737285268,6.7325813915921,30.4860306133421,363.299865028485,71.4466806955574,0,0,156.208266453487,247.106371036707,0,0,0,0,0,0,0,0,0,0,0,29.5341362275621,0,0,0,0,155.454132782369,0,0,0,0,8.13857964838201,0,0,40.7226569330808,0,0,0,0,13.1740883854435,0,719.193923613052,0,0,43.1107564428192,0,0,56.6225137396652,50.4208184050647,0,0,99.430083801863,0,0,0,0,0,0,0,2.05334586895527,0,0,0,0,0,0,412.502935467537,270.016887816326,0,150.537501293919,0,0,0,20.733622444289,0,0,0,0,0,0,160.351077510142,0,0,295.181003960959,0,0
"gene957",0,0,0,0,44.8836012228762,0,0,0,0,2326.97450504081,4931.19721926258,0,15.9350899365693,0,0,333.322935651521,213.833470169924,75.2065549804991,48.3783010458847,0,725.154696158118,3192.93451446485,0,1539.13994965904,0,329.1892612377,0,0,0,0,0,67.9774242461074,492.999412860762,0,0,0,124.67845397885,0,0,0,0,1187.67001914916,0,803.139059407673,0,0,0,195.354645569161,64.7320844847549,0,0,0,55.5131441373421,223.04562455342,0,0,76.5835014248562,0,0,381.869137434696,0,970.833088047789,0,202.179214438063,0,0,262.435951567104,0,0,538.605866866213,193.258926708358,0,450.910579620596,0,0,0,0,0,0,9.94298558295496,520.661365085237,126.661156725573,0,129.08457094782,0,0,567.351149246703,0,0,166.853561410248,0,0,52.2134471204519,9.91707132408117,4615.42653543696,196.45441077323,0,0,187.27065485899,0
"gene958",0,0,18.1783972590157,0,0,162.885012566878,0,0,676.315884259173,0,0,70.744982076155,0,0,19.5476302206811,0,113.782314797445,0,0,51.5169878502734,213.666186576512,0,0,0,0,312.616716320801,97.4685948346052,359.031789792289,0,101.224994852001,59.855573394559,0,0,0,0,0,0,0,212.603756638694,71.3943318724655,172.94774625181,0,0,71.3081118572474,0,64.6545509246078,0,0,430.710676167085,0,0,0,1617.58424217905,0,0,481.313812880779,0,0,0,7.21788455700475,160.949553467221,0,0,0,0,0,0,88.8444414330055,0,0,137.782373839275,70.3210886097441,75.5616250216091,0,0,0,79.2564116033574,0,0,0,0,64.1000423318276,157.90596973041,0,0,0,0,0,0,142.674732379316,220.191294343551,0,0,0,0,0,21.9981311456336,0,0,198.28945811688
"gene959",0,0,0,0,0,24.6684276971606,49.1518648485045,0,0,0,0,191.168938328289,0,7.68819780102666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9729541016078,0,0,0,0,0,16.9360278379684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.70351168947849,8.57304989141296,0,75.9340010298322,0,0,0,88.0929776422875,0,0,29.0302827098122,0,0,0,0,304.601782591017,0,0,0,0,0,32.9681110982817,340.694600472652,0,3.74218824714265,0,0,0,0,0,5.18434802085378,170.863456752753,0,21.7914022377828,0,0,0,0,30.074052508049,0,8.97612220232406,0,0,19.7761646803085,0,0,142.589988692492,0,0
"gene960",0,0,0,0,0,0,0,0,0,0,0,0,2.31949421009727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7823012560445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2797163666348,0,0,0,0,0,0,0,0
"gene961",0,16.6562452261954,0,0,121.739889017152,0,3.17077373995695,0,0,0,0,0,97.6815154115383,0,0,131.548893396142,0,0,0,7.83406048204628,208.333760908701,0,0,0,0,0,0,7.34333017017465,0,0,24.323905160449,0,0,0,49.2948720086675,0,0,0,0,0,0,0,0,0,0,43.1967756754996,0,0,0,0,7.40888424136382,0,0,0,0,0,0,0,0,0,34.5032143940753,53.5860203052394,0,0,0,0,92.2450518664197,0,0,98.2910595411915,0,0,0,0,0,0,0,0,0,0,0,0,0,454.348830976375,0,276.206456859673,0,0,0,0,0,0,0,0,0,0,0,0,0,0
